T_out,Press_mm_hg,RH_out
12.1,751.73,85.67
12.05,751.72,85.83
12,751.7,86
12.13,751.7,85.83
12.27,751.7,85.67
12.4,751.7,85.5
12.53,751.7,85.33
12.67,751.7,85.17
12.8,751.7,85
12.9,751.63,85.33
13,751.57,85.67
13.1,751.5,86
13.2,751.43,86.33
13.3,751.37,86.67
13.4,751.3,87
13.47,751.32,85.83
13.53,751.33,84.67
13.6,751.35,83.5
13.67,751.37,82.33
13.73,751.38,81.17
13.8,751.4,80
13.72,751.45,80.33
13.63,751.5,80.67
13.55,751.55,81
13.47,751.6,81.33
13.38,751.65,81.67
13.3,751.7,82
13.72,751.75,80.5
14.13,751.8,79
14.55,751.85,77.5
14.97,751.9,76
15.38,751.95,74.5
15.8,752,73
16.28,752.02,70.83
16.77,752.03,68.67
17.25,752.05,66.5
17.73,752.07,64.33
18.22,752.08,62.17
18.7,752.1,60
19.02,752.1,58.83
19.33,752.1,57.67
19.65,752.1,56.5
19.97,752.1,55.33
20.28,752.1,54.17
20.6,752.1,53
21.02,752.1,52
21.43,752.1,51
21.85,752.1,50
22.27,752.1,49
22.68,752.1,48
23.1,752.1,47
23.15,752.08,46.83
23.2,752.07,46.67
23.25,752.05,46.5
23.3,752.03,46.33
23.35,752.02,46.17
23.4,752,46
23.6,751.97,45.33
23.8,751.93,44.67
24,751.9,44
24.2,751.87,43.33
24.4,751.83,42.67
24.6,751.8,42
24.72,751.78,40.67
24.83,751.77,39.33
24.95,751.75,38
25.07,751.73,36.67
25.18,751.72,35.33
25.3,751.7,34
25.2,751.63,33.83
25.1,751.57,33.67
25,751.5,33.5
24.9,751.43,33.33
24.8,751.37,33.17
24.7,751.3,33
24.65,751.25,33
24.6,751.2,33
24.55,751.15,33
24.5,751.1,33
24.45,751.05,33
24.4,751,33
24.68,750.98,32.67
24.97,750.97,32.33
25.25,750.95,32
25.53,750.93,31.67
25.82,750.92,31.33
26.1,750.9,31
26.03,750.85,29.83
25.97,750.8,28.67
25.9,750.75,27.5
25.83,750.7,26.33
25.77,750.65,25.17
25.7,750.6,24
25.6,750.6,24.5
25.5,750.6,25
25.4,750.6,25.5
25.3,750.6,26
25.2,750.6,26.5
25.1,750.6,27
24.88,750.6,27.83
24.67,750.6,28.67
24.45,750.6,29.5
24.23,750.6,30.33
24.02,750.6,31.17
23.8,750.6,32
23.37,750.65,33.67
22.93,750.7,35.33
22.5,750.75,37
22.07,750.8,38.67
21.63,750.85,40.33
21.2,750.9,42
21,750.97,42.67
20.8,751.03,43.33
20.6,751.1,44
20.4,751.17,44.67
20.2,751.23,45.33
20,751.3,46
19.45,751.35,48.5
18.9,751.4,51
18.35,751.45,53.5
17.8,751.5,56
17.25,751.55,58.5
16.7,751.6,61
16.8,751.62,60.33
16.9,751.63,59.67
17,751.65,59
17.1,751.67,58.33
17.2,751.68,57.67
17.3,751.7,57
17.12,751.73,57.67
16.93,751.77,58.33
16.75,751.8,59
16.57,751.83,59.67
16.38,751.87,60.33
16.2,751.9,61
16.1,751.88,61.17
16,751.87,61.33
15.9,751.85,61.5
15.8,751.83,61.67
15.7,751.82,61.83
15.6,751.8,62
15.55,751.78,61.67
15.5,751.77,61.33
15.45,751.75,61
15.4,751.73,60.67
15.35,751.72,60.33
15.3,751.7,60
15.18,751.73,60.17
15.07,751.77,60.33
14.95,751.8,60.5
14.83,751.83,60.67
14.72,751.87,60.83
14.6,751.9,61
14.3,751.9,62.83
14,751.9,64.67
13.7,751.9,66.5
13.4,751.9,68.33
13.1,751.9,70.17
12.8,751.9,72
12.37,751.97,74.17
11.93,752.03,76.33
11.5,752.1,78.5
11.07,752.17,80.67
10.63,752.23,82.83
10.2,752.3,85
10.52,752.33,84
10.83,752.37,83
11.15,752.4,82
11.47,752.43,81
11.78,752.47,80
12.1,752.5,79
12.58,752.5,77.5
13.07,752.5,76
13.55,752.5,74.5
14.03,752.5,73
14.52,752.5,71.5
15,752.5,70
15.35,752.55,68.5
15.7,752.6,67
16.05,752.65,65.5
16.4,752.7,64
16.75,752.75,62.5
17.1,752.8,61
17.45,752.8,59.67
17.8,752.8,58.33
18.15,752.8,57
18.5,752.8,55.67
18.85,752.8,54.33
19.2,752.8,53
19.43,752.8,52.17
19.67,752.8,51.33
19.9,752.8,50.5
20.13,752.8,49.67
20.37,752.8,48.83
20.6,752.8,48
20.85,752.8,47.67
21.1,752.8,47.33
21.35,752.8,47
21.6,752.8,46.67
21.85,752.8,46.33
22.1,752.8,46
22.1,752.82,46.33
22.1,752.83,46.67
22.1,752.85,47
22.1,752.87,47.33
22.1,752.88,47.67
22.1,752.9,48
22.22,752.88,47.5
22.33,752.87,47
22.45,752.85,46.5
22.57,752.83,46
22.68,752.82,45.5
22.8,752.8,45
22.75,752.8,45.67
22.7,752.8,46.33
22.65,752.8,47
22.6,752.8,47.67
22.55,752.8,48.33
22.5,752.8,49
22.45,752.75,49.17
22.4,752.7,49.33
22.35,752.65,49.5
22.3,752.6,49.67
22.25,752.55,49.83
22.2,752.5,50
22.45,752.48,48.83
22.7,752.47,47.67
22.95,752.45,46.5
23.2,752.43,45.33
23.45,752.42,44.17
23.7,752.4,43
23.58,752.37,42.83
23.47,752.33,42.67
23.35,752.3,42.5
23.23,752.27,42.33
23.12,752.23,42.17
23,752.2,42
22.87,752.18,42.5
22.73,752.17,43
22.6,752.15,43.5
22.47,752.13,44
22.33,752.12,44.5
22.2,752.1,45
21.93,752.13,46.83
21.67,752.17,48.67
21.4,752.2,50.5
21.13,752.23,52.33
20.87,752.27,54.17
20.6,752.3,56
20.38,752.32,56.83
20.17,752.33,57.67
19.95,752.35,58.5
19.73,752.37,59.33
19.52,752.38,60.17
19.3,752.4,61
19.33,752.47,60.5
19.37,752.53,60
19.4,752.6,59.5
19.43,752.67,59
19.47,752.73,58.5
19.5,752.8,58
19.35,752.85,59.5
19.2,752.9,61
19.05,752.95,62.5
18.9,753,64
18.75,753.05,65.5
18.6,753.1,67
18.33,753.1,69
18.07,753.1,71
17.8,753.1,73
17.53,753.1,75
17.27,753.1,77
17,753.1,79
16.88,753.07,79.83
16.77,753.03,80.67
16.65,753,81.5
16.53,752.97,82.33
16.42,752.93,83.17
16.3,752.9,84
16.22,752.88,84.83
16.13,752.87,85.67
16.05,752.85,86.5
15.97,752.83,87.33
15.88,752.82,88.17
15.8,752.8,89
15.68,752.75,90
15.57,752.7,91
15.45,752.65,92
15.33,752.6,93
15.22,752.55,94
15.1,752.5,95
15.05,752.43,95.33
15,752.37,95.67
14.95,752.3,96
14.9,752.23,96.33
14.85,752.17,96.67
14.8,752.1,97
14.77,752.02,97
14.73,751.93,97
14.7,751.85,97
14.67,751.77,97
14.63,751.68,97
14.6,751.6,97
14.63,751.55,96.83
14.67,751.5,96.67
14.7,751.45,96.5
14.73,751.4,96.33
14.77,751.35,96.17
14.8,751.3,96
14.85,751.25,95.5
14.9,751.2,95
14.95,751.15,94.5
15,751.1,94
15.05,751.05,93.5
15.1,751,93
15.18,751,92.67
15.27,751,92.33
15.35,751,92
15.43,751,91.67
15.52,751,91.33
15.6,751,91
15.63,751,90.83
15.67,751,90.67
15.7,751,90.5
15.73,751,90.33
15.77,751,90.17
15.8,751,90
15.9,750.98,90
16,750.97,90
16.1,750.95,90
16.2,750.93,90
16.3,750.92,90
16.4,750.9,90
16.43,750.92,89.67
16.47,750.93,89.33
16.5,750.95,89
16.53,750.97,88.67
16.57,750.98,88.33
16.6,751,88
16.7,751,87.33
16.8,751,86.67
16.9,751,86
17,751,85.33
17.1,751,84.67
17.2,751,84
17.32,750.97,84.33
17.43,750.93,84.67
17.55,750.9,85
17.67,750.87,85.33
17.78,750.83,85.67
17.9,750.8,86
17.75,750.73,86.33
17.6,750.67,86.67
17.45,750.6,87
17.3,750.53,87.33
17.15,750.47,87.67
17,750.4,88
17.35,750.35,86
17.7,750.3,84
18.05,750.25,82
18.4,750.2,80
18.75,750.15,78
19.1,750.1,76
19.2,750.05,75.33
19.3,750,74.67
19.4,749.95,74
19.5,749.9,73.33
19.6,749.85,72.67
19.7,749.8,72
19.72,749.75,71.33
19.73,749.7,70.67
19.75,749.65,70
19.77,749.6,69.33
19.78,749.55,68.67
19.8,749.5,68
19.67,749.47,68.83
19.53,749.43,69.67
19.4,749.4,70.5
19.27,749.37,71.33
19.13,749.33,72.17
19,749.3,73
18.95,749.27,74.17
18.9,749.23,75.33
18.85,749.2,76.5
18.8,749.17,77.67
18.75,749.13,78.83
18.7,749.1,80
18.7,749.07,79.67
18.7,749.03,79.33
18.7,749,79
18.7,748.97,78.67
18.7,748.93,78.33
18.7,748.9,78
18.42,748.95,78
18.13,749,78
17.85,749.05,78
17.57,749.1,78
17.28,749.15,78
17,749.2,78
16.67,749.25,79.5
16.33,749.3,81
16,749.35,82.5
15.67,749.4,84
15.33,749.45,85.5
15,749.5,87
14.97,749.48,87.33
14.93,749.47,87.67
14.9,749.45,88
14.87,749.43,88.33
14.83,749.42,88.67
14.8,749.4,89
14.93,749.35,88.5
15.07,749.3,88
15.2,749.25,87.5
15.33,749.2,87
15.47,749.15,86.5
15.6,749.1,86
15.52,749.05,87
15.43,749,88
15.35,748.95,89
15.27,748.9,90
15.18,748.85,91
15.1,748.8,92
15.02,748.82,92.33
14.93,748.83,92.67
14.85,748.85,93
14.77,748.87,93.33
14.68,748.88,93.67
14.6,748.9,94
14.6,748.9,94
14.6,748.9,94
14.6,748.9,94
14.6,748.9,94
14.6,748.9,94
14.6,748.9,94
14.58,748.85,94.33
14.57,748.8,94.67
14.55,748.75,95
14.53,748.7,95.33
14.52,748.65,95.67
14.5,748.6,96
14.55,748.58,96
14.6,748.57,96
14.65,748.55,96
14.7,748.53,96
14.75,748.52,96
14.8,748.5,96
14.77,748.48,95.67
14.73,748.47,95.33
14.7,748.45,95
14.67,748.43,94.67
14.63,748.42,94.33
14.6,748.4,94
14.55,748.42,94.33
14.5,748.43,94.67
14.45,748.45,95
14.4,748.47,95.33
14.35,748.48,95.67
14.3,748.5,96
14.32,748.53,95.5
14.33,748.57,95
14.35,748.6,94.5
14.37,748.63,94
14.38,748.67,93.5
14.4,748.7,93
14.6,748.73,92.33
14.8,748.77,91.67
15,748.8,91
15.2,748.83,90.33
15.4,748.87,89.67
15.6,748.9,89
15.87,748.87,87.5
16.13,748.83,86
16.4,748.8,84.5
16.67,748.77,83
16.93,748.73,81.5
17.2,748.7,80
17.37,748.68,79.33
17.53,748.67,78.67
17.7,748.65,78
17.87,748.63,77.33
18.03,748.62,76.67
18.2,748.6,76
18.55,748.55,74.33
18.9,748.5,72.67
19.25,748.45,71
19.6,748.4,69.33
19.95,748.35,67.67
20.3,748.3,66
20.38,748.25,65.83
20.47,748.2,65.67
20.55,748.15,65.5
20.63,748.1,65.33
20.72,748.05,65.17
20.8,748,65
20.97,747.95,63.5
21.13,747.9,62
21.3,747.85,60.5
21.47,747.8,59
21.63,747.75,57.5
21.8,747.7,56
21.83,747.65,55.83
21.87,747.6,55.67
21.9,747.55,55.5
21.93,747.5,55.33
21.97,747.45,55.17
22,747.4,55
22.28,747.32,53.67
22.57,747.23,52.33
22.85,747.15,51
23.13,747.07,49.67
23.42,746.98,48.33
23.7,746.9,47
23.53,746.85,48.5
23.37,746.8,50
23.2,746.75,51.5
23.03,746.7,53
22.87,746.65,54.5
22.7,746.6,56
22.58,746.53,56.5
22.47,746.47,57
22.35,746.4,57.5
22.23,746.33,58
22.12,746.27,58.5
22,746.2,59
21.38,746.13,59.33
20.77,746.07,59.67
20.15,746,60
19.53,745.93,60.33
18.92,745.87,60.67
18.3,745.8,61
18.27,745.75,62.33
18.23,745.7,63.67
18.2,745.65,65
18.17,745.6,66.33
18.13,745.55,67.67
18.1,745.5,69
17.93,745.48,71
17.77,745.47,73
17.6,745.45,75
17.43,745.43,77
17.27,745.42,79
17.1,745.4,81
17.1,745.45,80.33
17.1,745.5,79.67
17.1,745.55,79
17.1,745.6,78.33
17.1,745.65,77.67
17.1,745.7,77
16.73,745.73,79.67
16.37,745.77,82.33
16,745.8,85
15.63,745.83,87.67
15.27,745.87,90.33
14.9,745.9,93
14.8,745.9,93.5
14.7,745.9,94
14.6,745.9,94.5
14.5,745.9,95
14.4,745.9,95.5
14.3,745.9,96
14.23,745.87,96
14.17,745.83,96
14.1,745.8,96
14.03,745.77,96
13.97,745.73,96
13.9,745.7,96
13.92,745.67,95.83
13.93,745.63,95.67
13.95,745.6,95.5
13.97,745.57,95.33
13.98,745.53,95.17
14,745.5,95
13.8,745.43,95.17
13.6,745.37,95.33
13.4,745.3,95.5
13.2,745.23,95.67
13,745.17,95.83
12.8,745.1,96
12.77,745.08,96.33
12.73,745.07,96.67
12.7,745.05,97
12.67,745.03,97.33
12.63,745.02,97.67
12.6,745,98
12.55,744.95,98.17
12.5,744.9,98.33
12.45,744.85,98.5
12.4,744.8,98.67
12.35,744.75,98.83
12.3,744.7,99
12.25,744.65,98.67
12.2,744.6,98.33
12.15,744.55,98
12.1,744.5,97.67
12.05,744.45,97.33
12,744.4,97
11.83,744.38,97.33
11.67,744.37,97.67
11.5,744.35,98
11.33,744.33,98.33
11.17,744.32,98.67
11,744.3,99
11.37,744.3,99
11.73,744.3,99
12.1,744.3,99
12.47,744.3,99
12.83,744.3,99
13.2,744.3,99
13.62,744.32,97.17
14.03,744.33,95.33
14.45,744.35,93.5
14.87,744.37,91.67
15.28,744.38,89.83
15.7,744.4,88
15.83,744.38,86
15.97,744.37,84
16.1,744.35,82
16.23,744.33,80
16.37,744.32,78
16.5,744.3,76
16.52,744.32,75.67
16.53,744.33,75.33
16.55,744.35,75
16.57,744.37,74.67
16.58,744.38,74.33
16.6,744.4,74
16.88,744.4,72.5
17.17,744.4,71
17.45,744.4,69.5
17.73,744.4,68
18.02,744.4,66.5
18.3,744.4,65
18.55,744.37,64.33
18.8,744.33,63.67
19.05,744.3,63
19.3,744.27,62.33
19.55,744.23,61.67
19.8,744.2,61
20,744.18,60
20.2,744.17,59
20.4,744.15,58
20.6,744.13,57
20.8,744.12,56
21,744.1,55
21.03,744.1,55.33
21.07,744.1,55.67
21.1,744.1,56
21.13,744.1,56.33
21.17,744.1,56.67
21.2,744.1,57
21.2,744.1,57.17
21.2,744.1,57.33
21.2,744.1,57.5
21.2,744.1,57.67
21.2,744.1,57.83
21.2,744.1,58
21.2,744.1,57.83
21.2,744.1,57.67
21.2,744.1,57.5
21.2,744.1,57.33
21.2,744.1,57.17
21.2,744.1,57
21.2,744.1,56.5
21.2,744.1,56
21.2,744.1,55.5
21.2,744.1,55
21.2,744.1,54.5
21.2,744.1,54
20.88,744.1,55
20.57,744.1,56
20.25,744.1,57
19.93,744.1,58
19.62,744.1,59
19.3,744.1,60
19.22,744.12,61
19.13,744.13,62
19.05,744.15,63
18.97,744.17,64
18.88,744.18,65
18.8,744.2,66
18.67,744.27,67.17
18.53,744.33,68.33
18.4,744.4,69.5
18.27,744.47,70.67
18.13,744.53,71.83
18,744.6,73
17.8,744.67,73.67
17.6,744.73,74.33
17.4,744.8,75
17.2,744.87,75.67
17,744.93,76.33
16.8,745,77
16.5,745.08,78.67
16.2,745.17,80.33
15.9,745.25,82
15.6,745.33,83.67
15.3,745.42,85.33
15,745.5,87
14.85,745.5,87.67
14.7,745.5,88.33
14.55,745.5,89
14.4,745.5,89.67
14.25,745.5,90.33
14.1,745.5,91
14.27,745.57,91.5
14.43,745.63,92
14.6,745.7,92.5
14.77,745.77,93
14.93,745.83,93.5
15.1,745.9,94
15.17,745.92,93.17
15.23,745.93,92.33
15.3,745.95,91.5
15.37,745.97,90.67
15.43,745.98,89.83
15.5,746,89
15.22,745.97,89.67
14.93,745.93,90.33
14.65,745.9,91
14.37,745.87,91.67
14.08,745.83,92.33
13.8,745.8,93
13.63,745.78,93.67
13.47,745.77,94.33
13.3,745.75,95
13.13,745.73,95.67
12.97,745.72,96.33
12.8,745.7,97
12.7,745.73,96.83
12.6,745.77,96.67
12.5,745.8,96.5
12.4,745.83,96.33
12.3,745.87,96.17
12.2,745.9,96
12.2,745.95,96.17
12.2,746,96.33
12.2,746.05,96.5
12.2,746.1,96.67
12.2,746.15,96.83
12.2,746.2,97
12.18,746.25,97.33
12.17,746.3,97.67
12.15,746.35,98
12.13,746.4,98.33
12.12,746.45,98.67
12.1,746.5,99
12.43,746.55,97.17
12.77,746.6,95.33
13.1,746.65,93.5
13.43,746.7,91.67
13.77,746.75,89.83
14.1,746.8,88
14.4,746.85,86.83
14.7,746.9,85.67
15,746.95,84.5
15.3,747,83.33
15.6,747.05,82.17
15.9,747.1,81
16.08,747.15,80.17
16.27,747.2,79.33
16.45,747.25,78.5
16.63,747.3,77.67
16.82,747.35,76.83
17,747.4,76
17.3,747.43,75.67
17.6,747.47,75.33
17.9,747.5,75
18.2,747.53,74.67
18.5,747.57,74.33
18.8,747.6,74
19.03,747.63,72.5
19.27,747.67,71
19.5,747.7,69.5
19.73,747.73,68
19.97,747.77,66.5
20.2,747.8,65
20.37,747.83,64.5
20.53,747.87,64
20.7,747.9,63.5
20.87,747.93,63
21.03,747.97,62.5
21.2,748,62
21.22,747.98,61
21.23,747.97,60
21.25,747.95,59
21.27,747.93,58
21.28,747.92,57
21.3,747.9,56
21.6,747.88,54.17
21.9,747.87,52.33
22.2,747.85,50.5
22.5,747.83,48.67
22.8,747.82,46.83
23.1,747.8,45
23.1,747.83,45
23.1,747.87,45
23.1,747.9,45
23.1,747.93,45
23.1,747.97,45
23.1,748,45
23.1,748.02,45
23.1,748.03,45
23.1,748.05,45
23.1,748.07,45
23.1,748.08,45
23.1,748.1,45
22.87,748.15,45.33
22.63,748.2,45.67
22.4,748.25,46
22.17,748.3,46.33
21.93,748.35,46.67
21.7,748.4,47
21.42,748.48,47.5
21.13,748.57,48
20.85,748.65,48.5
20.57,748.73,49
20.28,748.82,49.5
20,748.9,50
19.73,749.02,49.67
19.47,749.13,49.33
19.2,749.25,49
18.93,749.37,48.67
18.67,749.48,48.33
18.4,749.6,48
17.87,749.77,51.17
17.33,749.93,54.33
16.8,750.1,57.5
16.27,750.27,60.67
15.73,750.43,63.83
15.2,750.6,67
14.77,750.77,68.83
14.33,750.93,70.67
13.9,751.1,72.5
13.47,751.27,74.33
13.03,751.43,76.17
12.6,751.6,78
12.3,751.72,78.5
12,751.83,79
11.7,751.95,79.5
11.4,752.07,80
11.1,752.18,80.5
10.8,752.3,81
10.67,752.38,81.67
10.53,752.47,82.33
10.4,752.55,83
10.27,752.63,83.67
10.13,752.72,84.33
10,752.8,85
9.92,752.88,85
9.83,752.97,85
9.75,753.05,85
9.67,753.13,85
9.58,753.22,85
9.5,753.3,85
9.43,753.38,85
9.37,753.47,85
9.3,753.55,85
9.23,753.63,85
9.17,753.72,85
9.1,753.8,85
9.02,753.83,84.83
8.93,753.87,84.67
8.85,753.9,84.5
8.77,753.93,84.33
8.68,753.97,84.17
8.6,754,84
8.65,754.05,82.83
8.7,754.1,81.67
8.75,754.15,80.5
8.8,754.2,79.33
8.85,754.25,78.17
8.9,754.3,77
8.85,754.32,76.33
8.8,754.33,75.67
8.75,754.35,75
8.7,754.37,74.33
8.65,754.38,73.67
8.6,754.4,73
8.63,754.45,72.83
8.67,754.5,72.67
8.7,754.55,72.5
8.73,754.6,72.33
8.77,754.65,72.17
8.8,754.7,72
8.77,754.77,71.17
8.73,754.83,70.33
8.7,754.9,69.5
8.67,754.97,68.67
8.63,755.03,67.83
8.6,755.1,67
8.6,755.17,66.5
8.6,755.23,66
8.6,755.3,65.5
8.6,755.37,65
8.6,755.43,64.5
8.6,755.5,64
8.67,755.55,63.33
8.73,755.6,62.67
8.8,755.65,62
8.87,755.7,61.33
8.93,755.75,60.67
9,755.8,60
9.02,755.87,60.83
9.03,755.93,61.67
9.05,756,62.5
9.07,756.07,63.33
9.08,756.13,64.17
9.1,756.2,65
9.27,756.25,63.33
9.43,756.3,61.67
9.6,756.35,60
9.77,756.4,58.33
9.93,756.45,56.67
10.1,756.5,55
10.22,756.58,55
10.33,756.67,55
10.45,756.75,55
10.57,756.83,55
10.68,756.92,55
10.8,757,55
10.7,757.07,55.33
10.6,757.13,55.67
10.5,757.2,56
10.4,757.27,56.33
10.3,757.33,56.67
10.2,757.4,57
10.52,757.4,55.67
10.83,757.4,54.33
11.15,757.4,53
11.47,757.4,51.67
11.78,757.4,50.33
12.1,757.4,49
12.1,757.45,48.67
12.1,757.5,48.33
12.1,757.55,48
12.1,757.6,47.67
12.1,757.65,47.33
12.1,757.7,47
12.1,757.73,47.17
12.1,757.77,47.33
12.1,757.8,47.5
12.1,757.83,47.67
12.1,757.87,47.83
12.1,757.9,48
12.07,757.93,48.5
12.03,757.97,49
12,758,49.5
11.97,758.03,50
11.93,758.07,50.5
11.9,758.1,51
11.85,758.17,50.83
11.8,758.23,50.67
11.75,758.3,50.5
11.7,758.37,50.33
11.65,758.43,50.17
11.6,758.5,50
11.38,758.55,50.83
11.17,758.6,51.67
10.95,758.65,52.5
10.73,758.7,53.33
10.52,758.75,54.17
10.3,758.8,55
10.18,758.85,54.67
10.07,758.9,54.33
9.95,758.95,54
9.83,759,53.67
9.72,759.05,53.33
9.6,759.1,53
9.43,759.18,53.33
9.27,759.27,53.67
9.1,759.35,54
8.93,759.43,54.33
8.77,759.52,54.67
8.6,759.6,55
8.38,759.67,57.5
8.17,759.73,60
7.95,759.8,62.5
7.73,759.87,65
7.52,759.93,67.5
7.3,760,70
7.23,760.05,70.5
7.17,760.1,71
7.1,760.15,71.5
7.03,760.2,72
6.97,760.25,72.5
6.9,760.3,73
6.78,760.32,73.17
6.67,760.33,73.33
6.55,760.35,73.5
6.43,760.37,73.67
6.32,760.38,73.83
6.2,760.4,74
6,760.45,75.33
5.8,760.5,76.67
5.6,760.55,78
5.4,760.6,79.33
5.2,760.65,80.67
5,760.7,82
4.9,760.7,82.67
4.8,760.7,83.33
4.7,760.7,84
4.6,760.7,84.67
4.5,760.7,85.33
4.4,760.7,86
4.4,760.7,85.83
4.4,760.7,85.67
4.4,760.7,85.5
4.4,760.7,85.33
4.4,760.7,85.17
4.4,760.7,85
4.27,760.7,85.5
4.13,760.7,86
4,760.7,86.5
3.87,760.7,87
3.73,760.7,87.5
3.6,760.7,88
3.68,760.7,87.5
3.77,760.7,87
3.85,760.7,86.5
3.93,760.7,86
4.02,760.7,85.5
4.1,760.7,85
4.13,760.75,85
4.17,760.8,85
4.2,760.85,85
4.23,760.9,85
4.27,760.95,85
4.3,761,85
4.38,761.02,85.5
4.47,761.03,86
4.55,761.05,86.5
4.63,761.07,87
4.72,761.08,87.5
4.8,761.1,88
4.97,761.13,87.17
5.13,761.17,86.33
5.3,761.2,85.5
5.47,761.23,84.67
5.63,761.27,83.83
5.8,761.3,83
6.2,761.38,80.5
6.6,761.47,78
7,761.55,75.5
7.4,761.63,73
7.8,761.72,70.5
8.2,761.8,68
8.35,761.8,67.67
8.5,761.8,67.33
8.65,761.8,67
8.8,761.8,66.67
8.95,761.8,66.33
9.1,761.8,66
9.25,761.85,65.17
9.4,761.9,64.33
9.55,761.95,63.5
9.7,762,62.67
9.85,762.05,61.83
10,762.1,61
10.1,762.1,60.5
10.2,762.1,60
10.3,762.1,59.5
10.4,762.1,59
10.5,762.1,58.5
10.6,762.1,58
10.72,762.1,57.5
10.83,762.1,57
10.95,762.1,56.5
11.07,762.1,56
11.18,762.1,55.5
11.3,762.1,55
11.52,762.05,54
11.73,762,53
11.95,761.95,52
12.17,761.9,51
12.38,761.85,50
12.6,761.8,49
12.63,761.75,48.83
12.67,761.7,48.67
12.7,761.65,48.5
12.73,761.6,48.33
12.77,761.55,48.17
12.8,761.5,48
12.93,761.47,48
13.07,761.43,48
13.2,761.4,48
13.33,761.37,48
13.47,761.33,48
13.6,761.3,48
13.6,761.27,47.5
13.6,761.23,47
13.6,761.2,46.5
13.6,761.17,46
13.6,761.13,45.5
13.6,761.1,45
13.38,761.08,46.67
13.17,761.07,48.33
12.95,761.05,50
12.73,761.03,51.67
12.52,761.02,53.33
12.3,761,55
12.1,760.98,56.67
11.9,760.97,58.33
11.7,760.95,60
11.5,760.93,61.67
11.3,760.92,63.33
11.1,760.9,65
10.93,760.9,67.33
10.77,760.9,69.67
10.6,760.9,72
10.43,760.9,74.33
10.27,760.9,76.67
10.1,760.9,79
9.93,760.93,80.83
9.77,760.97,82.67
9.6,761,84.5
9.43,761.03,86.33
9.27,761.07,88.17
9.1,761.1,90
9.05,761.15,90.83
9,761.2,91.67
8.95,761.25,92.5
8.9,761.3,93.33
8.85,761.35,94.17
8.8,761.4,95
8.77,761.42,95.33
8.73,761.43,95.67
8.7,761.45,96
8.67,761.47,96.33
8.63,761.48,96.67
8.6,761.5,97
8.58,761.5,97
8.57,761.5,97
8.55,761.5,97
8.53,761.5,97
8.52,761.5,97
8.5,761.5,97
8.47,761.48,97.17
8.43,761.47,97.33
8.4,761.45,97.5
8.37,761.43,97.67
8.33,761.42,97.83
8.3,761.4,98
8.25,761.4,98.17
8.2,761.4,98.33
8.15,761.4,98.5
8.1,761.4,98.67
8.05,761.4,98.83
8,761.4,99
7.97,761.33,99
7.93,761.27,99
7.9,761.2,99
7.87,761.13,99
7.83,761.07,99
7.8,761,99
7.72,760.95,99
7.63,760.9,99
7.55,760.85,99
7.47,760.8,99
7.38,760.75,99
7.3,760.7,99
7.27,760.7,99.17
7.23,760.7,99.33
7.2,760.7,99.5
7.17,760.7,99.67
7.13,760.7,99.83
7.1,760.7,100
7.17,760.68,99.83
7.23,760.67,99.67
7.3,760.65,99.5
7.37,760.63,99.33
7.43,760.62,99.17
7.5,760.6,99
7.52,760.62,99
7.53,760.63,99
7.55,760.65,99
7.57,760.67,99
7.58,760.68,99
7.6,760.7,99
7.63,760.73,98
7.67,760.77,97
7.7,760.8,96
7.73,760.83,95
7.77,760.87,94
7.8,760.9,93
7.92,760.93,91.83
8.03,760.97,90.67
8.15,761,89.5
8.27,761.03,88.33
8.38,761.07,87.17
8.5,761.1,86
8.47,761.15,84.83
8.43,761.2,83.67
8.4,761.25,82.5
8.37,761.3,81.33
8.33,761.35,80.17
8.3,761.4,79
8.35,761.4,78.67
8.4,761.4,78.33
8.45,761.4,78
8.5,761.4,77.67
8.55,761.4,77.33
8.6,761.4,77
8.72,761.4,76
8.83,761.4,75
8.95,761.4,74
9.07,761.4,73
9.18,761.4,72
9.3,761.4,71
9.55,761.42,69.67
9.8,761.43,68.33
10.05,761.45,67
10.3,761.47,65.67
10.55,761.48,64.33
10.8,761.5,63
11.13,761.43,62
11.47,761.37,61
11.8,761.3,60
12.13,761.23,59
12.47,761.17,58
12.8,761.1,57
12.8,761.07,56.33
12.8,761.03,55.67
12.8,761,55
12.8,760.97,54.33
12.8,760.93,53.67
12.8,760.9,53
12.97,760.85,53
13.13,760.8,53
13.3,760.75,53
13.47,760.7,53
13.63,760.65,53
13.8,760.6,53
13.87,760.55,51.67
13.93,760.5,50.33
14,760.45,49
14.07,760.4,47.67
14.13,760.35,46.33
14.2,760.3,45
14.27,760.3,44.83
14.33,760.3,44.67
14.4,760.3,44.5
14.47,760.3,44.33
14.53,760.3,44.17
14.6,760.3,44
14.53,760.3,44.5
14.47,760.3,45
14.4,760.3,45.5
14.33,760.3,46
14.27,760.3,46.5
14.2,760.3,47
14.13,760.3,47
14.07,760.3,47
14,760.3,47
13.93,760.3,47
13.87,760.3,47
13.8,760.3,47
13.6,760.3,48.83
13.4,760.3,50.67
13.2,760.3,52.5
13,760.3,54.33
12.8,760.3,56.17
12.6,760.3,58
12.47,760.35,58.33
12.33,760.4,58.67
12.2,760.45,59
12.07,760.5,59.33
11.93,760.55,59.67
11.8,760.6,60
11.55,760.6,63
11.3,760.6,66
11.05,760.6,69
10.8,760.6,72
